speaker,utterance
M1,"he i:s, yea::h [!] (0.3) yea:h, or a bo:xer or som:ething: [!]"
F1,mhh hhh hhh ⌈ hhh hhh°hhh hhh°⌉→
M1,⌊very a:cti:ve⌋ [!]
F1,h⌈hh⌉h→
M1,⌊°a°⌋→
F1,+≈ that's exci:ting:: [!]
M1,"°yea:h° [!] ⁎so do you want to ta:lk to her do you want to talk to Linda⁎↗ (0.7) 0 [% vague female voice in background] [UNINTELLIGIBLE], ⁎she wants to"
F1,"(0.3) o:h, grea::t [!]"
M1,"okay, hang on→ (2.) [STATIC→]"
F2,hi: how are you::↗
F1,"+≈ Ja:ni:ce, hi:::: [!]"
F2,+≈ what's your e:mai::l [!]
F1,(0.6) o:h [!] I go:t ↗ I got some messages [!] i:t's coo:ps:: [!] ⌈c@l o@l o@l ⌉ p@l s@l→
F2,⌊O:kay⌋→ o:kay: [!]
F1,at pi:tt e@l d@l u@l ↗
F2,oka:y→
F1,+≈ ∙hhh→
F2,+≈ I:'ll try::→
F1,⁎but I [/] ⁎I: hear::d (0.6) your new:::s ↗
F2,∙hhh ⌈yea::h⌉ [!]
F1,⌊second or⌋ thir:d ha:n:d hh ⌈ hhh ⌉ hhh hhh [!]
F2,⌊hh⌋ [!] ⌈∙hhhhh⌉→
F1,⌊∙hhhhh⌋ that's ex:citing:: [!]
F2,yeah: we'r:e very [/] yea::h we'r:e freaked ou:t a little bi:t→ we have (0.2) three and a ha:lf mo:re mo:n:th:s:→
F1,"wo::::w [!] th:a:t's sti:ll no:t, (0.3) very fa:r is ⌈i:t⌉ [!]"
F2,⌊I:⌋ kno:w it's: hh hh ⌈ hhh hhh⌉ [!]
F1,⌊hhh oh ⌋ ma:n [!]
F2,+≈ ∙hhh→
F1,⌈∙hhh⌉-
F2,"⌊I can:'t⌋ believe it [!] I was mis:erabl::e un:til: li::ke→ ∙hhh the la:st couple of wee:ks have been: goo:d, and up unti:l"
F1,physically:→
F2,(0.4) yea::h→
F1,⌈aha:⌉→
F2,"⌊I was rea⌋lly, I had really ba:d morning: sickne:ss →"
F1,"o::h, gee:: [!]"
F2,an::d u::m: then I just had all sorts of a:ches and pai::::ns:
F1,and now you're starting to get past that ⌈(tot)⌉ ↗
F2,"⌊ye::⌋a::h, yea:h but no:w li::ke- [STATIC] ∙hhh I've [/] been [/] the second trimester:'s supposed to (0.5) ∙hhh I'm going in: to the: u:h:→ ∙hhh thir:d tri:mes⌈ter in two: we⌉e::ks [!]"
F1,⌊oh hhh hhh hhh ⌋→
